id,brand,title,title_en,title_ar,description,description_en,description_ar,usageTips,usageTips_en,usageTips_ar,customBadge,customBadge_en,customBadge_ar,category,subCategory,tags
zmD7bwBpl3ZFwRjSrxS0,Gabrini,Poudre matifiante,Matte Powder,,"# Un Teint Mat Parfait et Naturel

La poudre compacte Matte Powder de Gabrini Professional est l'alliée idéale pour fixer votre maquillage et contrôler la brillance tout au long de la journée. Sa texture ultra-fine et soyeuse floute les imperfections et unifie le teint pour un fini mat impeccable sans effet de matière. Elle laisse la peau respirer tout en offrant une couvrance modulable et naturelle.

**Pourquoi vous allez l'adorer :**

* **Fini Mat Longue Durée :** Élimine instantanément les zones de brillance pour un teint velouté qui dure.
* **Texture Soyeuse :** Une poudre légère qui glisse sur la peau et s'estompe sans effort.
* **Effet Flouteur :** Atténue l'apparence des pores et des petites imperfections pour un grain de peau affiné.
* **Confort Optimal :** Formule non desséchante qui convient à un usage quotidien.
* **Format Pratique :** Boîtier compact idéal pour les retouches rapides à tout moment de la journée.","# Flawless and Natural Matte Finish

Gabrini Professional Matte Powder is the perfect companion to set your makeup and control shine all day long. Its ultra-fine, silky texture blurs imperfections and evens out skin tone for an impeccable matte finish without feeling heavy. It allows the skin to breathe while providing buildable and natural coverage.

**Why you'll love it:**

* **Long-Lasting Matte Finish:** Instantly eliminates shine for a velvety complexion that stays fresh.
* **Silky Texture:** A lightweight powder that glides smoothly and blends effortlessly into the skin.
* **Blurring Effect:** Minimizes the appearance of pores and minor imperfections for a refined skin texture.
* **Optimal Comfort:** Non-drying formula suitable for daily wear across all skin types.
* **Travel-Friendly:** Compact design perfect for quick touch-ups whenever you need them.",,"1. À l'aide d'une éponge ou d'un pinceau poudre, prélevez une petite quantité de produit.
2. Tapotez légèrement sur l'ensemble du visage, en insistant sur la zone T (front, nez, menton) pour contrôler l'excès de sébum.
3. Peut être portée seule pour un fini naturel ou par-dessus votre fond de teint pour le fixer durablement.","1. Using a sponge or a powder brush, pick up a small amount of product.
2. Gently pat onto the entire face, focusing on the T-zone (forehead, nose, and chin) to control excess oil.
3. Wear it alone for a natural look or over your foundation to set it for long-lasting wear.",,,,,Maquillage,Poudre,"maquillage; poudre; teintée"
4rnfvk922UR3ycaKRdBf,Piové,Rouge à Lèvres Liquide,Liquid Lipstick,,"# Couleur Intense & Fini Mat Soyeux

Découvrez l'élégance du rouge à lèvres liquide Piové, conçu pour offrir une pigmentation riche et une tenue impeccable. Sa texture fluide glisse sur les lèvres pour une application précise et un confort absolu tout au long de la journée. Disponible en une gamme de teintes allant du nude sophistiqué au rouge vibrant, il sublime votre sourire avec un fini mat velouté ultra-moderne.

**Pourquoi vous allez l'adorer :**

* **Pigmentation Haute Intensité :** Une couleur opaque dès le premier passage pour un résultat professionnel.
* **Texture Fluide & Légère :** S'applique facilement sans coller et reste confortable sur les lèvres.
* **Longue Tenue :** Une formule conçue pour résister aux transferts et rester éclatante pendant des heures.
* **Fini Mat Velouté :** Offre un aspect chic et moderne qui convient à toutes les occasions.
* **Applicateur Précis :** Permet de dessiner le contour des lèvres avec netteté pour un sourire parfaitement défini.","# Intense Color & Silky Matte Finish

Experience the elegance of Piové Liquid Lipstick, designed to provide rich pigmentation and flawless wear. Its fluid texture glides onto the lips for precise application and absolute comfort throughout the day. Available in a range of shades from sophisticated nudes to vibrant reds, it enhances your smile with an ultra-modern velvety matte finish.

**Why you'll love it:**

* **High-Intensity Pigmentation:** Opaque color in a single stroke for a professional result.
* **Lightweight Fluid Texture:** Applies smoothly without stickiness and remains comfortable on the lips.
* **Long-Lasting Wear:** A formula designed to resist transfer and stay vibrant for hours.
* **Velvety Matte Finish:** Provides a chic and modern look suitable for any occasion.
* **Precise Applicator:** Allows you to outline the lips sharply for a perfectly defined smile.",,"1. Appliquez sur des lèvres propres et sèches (utilisez un gommage au préalable pour un résultat encore plus lisse).
2. Commencez par dessiner l'arc de Cupidon, puis étirez la matière vers les coins extérieurs.
3. Remplissez le reste des lèvres avec une fine couche de produit.
4. Laissez sécher quelques secondes sans presser les lèvres l'une contre l'autre pour fixer le fini mat.","1. Apply to clean, dry lips (use a lip scrub beforehand for an even smoother result).
2. Start by outlining the Cupid's bow, then sweep the color toward the outer corners.
3. Fill in the rest of the lips with a thin, even layer of product.
4. Allow a few seconds to dry without pressing your lips together to set the matte finish.",,2 teintes,2 shades,,Maquillage,Rouge à lèvres,"maquillage; rouge_à_lèvre; liquide; lèves; mat"
UzzptMIVQF5ss4RZcHaG,CELENES by Sweden,Sérum Détox Énergisant 3 en 1,3-in-1 Energizing Detox Serum,,"# Un véritable souffle d'oxygène pour votre peau ! 🌊✨

Le **Sérum Détox Énergisant CELENES** est le bouclier idéal contre la pollution urbaine et le stress environnemental qui ternissent le teint. Grâce à sa formule unique combinant **Eau Thermale**, **Acide Hyaluronique** et **Algues Rouges**, ce sérum 3 en 1 détoxifie la peau en profondeur tout en lui redonnant une énergie immédiate. Sa texture légère pénètre instantanément pour désaltérer les épidermes fatigués et renforcer la barrière cutanée contre les agressions quotidiennes.

**Pourquoi vous allez l'adorer :**
* **Action Détox 3 en 1 :** Neutralise les effets de la pollution, hydrate intensément et rafraîchit le teint.
* **Hydratation Profonde :** L'Acide Hyaluronique retient l'humidité pour une peau rebondie et souple.
* **Bouclier Marin :** Les algues rouges protègent les cellules des radicaux libres et boostent la vitalité.
* **Pureté Thermal :** Formulé avec de l'eau thermale pour apaiser et minéraliser la peau.

💡 **Le conseil de l'expert :** Idéal pour les citadins et les teints brouillés. Ce sérum réveille la peau dès la première application, lui redonnant son éclat naturel et sa fraîcheur.","# A breath of fresh air for your skin! 🌊✨

**CELENES Energizing Detox Serum** is the perfect shield against urban pollution and environmental stress that dull the complexion. Its unique formula, blending **Thermal Water**, **Hyaluronic Acid**, and **Red Seaweed**, deeply detoxifies the skin while providing an immediate energy boost. This lightweight 3-in-1 serum absorbs instantly to quench tired skin and strengthen the cutaneous barrier against daily aggressions.

**Why you'll love it:**
* **3-in-1 Detox Action:** Neutralizes pollution effects, intensely hydrates, and refreshes the skin.
* **Deep Hydration:** Hyaluronic Acid locks in moisture for plump and supple skin.
* **Marine Shield:** Red seaweed protects cells from free radicals and boosts vitality.
* **Thermal Purity:** Formulated with thermal water to soothe and mineralize the skin.

💡 **Expert Tip:** Perfect for city dwellers and dull skin tones. This serum awakens the skin from the very first application, restoring its natural radiance and freshness.",,Appliquez 2 fois par jour sur le visage et le cou préalablement nettoyés en massant légèrement du bout des doigts jusqu'à absorption complète.,"Apply twice daily to cleansed face and neck, gently massaging with fingertips until fully absorbed.",,,,,Soins visage,Sérum,"soins_visage; sérum; tout_type; hydratation; éclat; apaisant"
ouRXCtE8FgmbCZRICvlZ,Kera Queen’s,Sérum Gainant Réparateur — Kératine & Ricin,Repairing Coating Serum — Keratin & Castor Oil,,"# La touche finale pour une chevelure sublimée ✨

Protégez et magnifiez votre fibre capillaire jusqu'aux pointes. Ce sérum professionnel est un véritable bouclier de douceur qui gaine instantanément le cheveu. Grâce à l'action combinée de la **Kératine** et de l'**Huile de Ricin**, il renforce les zones fragilisées pour des cheveux plus épais, doux et incroyablement brillants.

**Pourquoi il va changer votre routine :**
* **Bouclier Anti-Casse :** Gaine la fibre pour la rendre plus forte et résistante aux agressions quotidiennes.
* **Fini Soyeux :** Transforme instantanément la texture du cheveu pour un toucher velouté et une douceur extrême.
* **Éclat Intense :** Lisse les écailles pour refléter la lumière et redonner une brillance profonde aux cheveux ternes.

💡 **Le conseil de l'expert :** Chauffez 2 à 3 gouttes de sérum entre vos mains, puis répartissez uniformément sur vos **longueurs et pointes** uniquement. Évitez les racines pour garder un maximum de volume. Vous pouvez l'utiliser sur cheveux humides pour faciliter le démêlage ou sur cheveux secs en finition pour dompter les frisottis.","# The final touch for sublimated hair ✨

Protect and magnify your hair fiber right down to the ends. This professional serum is a true shield of softness that instantly coats the hair. Thanks to the combined action of **Keratin** and **Castor Oil**, it strengthens fragile areas for thicker, softer, and incredibly shiny hair.

**Why it stands out:**
* **Anti-Breakage Shield:** Coats the fiber to make it stronger and more resistant to daily styling stress.
* **Silky Finish:** Instantly transforms hair texture for a velvety touch and extreme softness.
* **Intense Radiance:** Smoothes the cuticles to reflect light and restore deep shine to dull hair.

💡 **Expert Tip:** Warm 2 to 3 drops of serum between your hands, then distribute evenly through your **lengths and ends** only. Avoid the roots to maintain maximum volume. Use it on damp hair for easier detangling or on dry hair as a finishing touch to tame frizz.",,Verser une noisette dans le creux de la main et appliquer sur cheveux humides ou secs. Sans rinçage.,Pour a small amount (pea-sized) into the palm of your hand and apply to damp or dry hair. Leave-in (do not rinse).,,,,,Cheveux,Sérum/Huile,"cheveux; hydratation; brillance; réparation; sérum/huile; gamme_kera_secs; secs; abîmés; lisses; bouclés; ondulés; crépus; frisés"
z3i2vSLkWwsyyTaGeGBb,Venus (Collection privée),Sérum Hydratant Anti-Âge à l'Acide Hyaluronique,Hyaluronic Acid Anti-Aging Moisturizing Serum,,"# Un booster d'hydratation pour une peau repulpée et lissée

Le Sérum Hydratant Anti-Âge des Laboratoires Venus est un soin concentré conçu pour offrir une action repulpante et réparatrice immédiate. Sa formule avancée cible les signes du vieillissement en hydratant intensément les différentes couches de l'épiderme, laissant la peau plus souple et résistante.

**Pourquoi vous allez l'adorer :**
* **Duo d'Acides Hyaluroniques :** Combine des acides de haut et bas poids moléculaires pour hydrater la surface et pénétrer en profondeur afin de repulper les rides et ridules.
* **Action Niacinamide :** Cette vitamine renforce la barrière cutanée, augmentant ainsi la résistance et la souplesse de la peau.
* **Hydratation Longue Durée :** Contient du Propanediol pour améliorer la capacité de la peau à retenir l'humidité.
* **Adaptabilité :** Formulé pour convenir à tous les types de peaux.

💡 **L'astuce de l'expert :** Appliquez le sérum sur une peau légèrement humide pour maximiser l'absorption de l'acide hyaluronique, puis scellez l'hydratation avec votre crème habituelle.","# A hydration booster for plump and smooth skin

The Venus Laboratories Anti-Aging Moisturizing Serum is a concentrated treatment designed to provide immediate plumping and restorative action. Its advanced formula targets signs of aging by intensely hydrating the skin's layers, leaving it more supple and resilient.

**Why you'll love it:**
* **Hyaluronic Acid Duo:** Combines high and low molecular weight acids to hydrate the surface and penetrate deeply to plump up fine lines and wrinkles.
* **Niacinamide Power:** This vitamin boosts skin resistance and enhances overall suppleness.
* **Moisture Lock:** Infused with Propanediol to improve the skin's ability to retain natural moisture.
* **Universal Care:** Specially formulated to be suitable for all skin types.

💡 **Expert tip:** Apply the serum to slightly damp skin to maximize hyaluronic acid absorption, then lock in the moisture with your daily cream.",,"1. Appliquer matin et soir sur une peau parfaitement nettoyée.
2. Répartir quelques gouttes sur le visage et le cou.
3. Poursuivre avec l'application de votre crème hydratante habituelle.","1. Apply morning and evening to cleansed skin.
2. Distribute a few drops evenly across the face and neck.
3. Follow with your preferred moisturizer.",,,,,Soins visage,Sérum,"soins_visage; sérum; anti-âge; tout_type; gamme_private_venus"
mANtklUGA4VFCpggp5Mj,Kera Queen’s,Sérum Kératine & Extrait de Vin (Tanin),Keratin & Wine Extract Serum (Tannin),,"# Le secret d'un brushing parfait et durable ✨

Sublimez vos cheveux fins avec la touche finale de la technologie Tanin. Ce **Sérum Professionnel** est le partenaire idéal pour un coiffage impeccable. Sa formule sans sulfate agit comme un ciment naturel qui scelle parfaitement les écailles du cheveu, offrant une hydratation intense et une protection thermique indispensable.

**Pourquoi il va changer votre routine :**
* **Étanchéité des Écailles :** Lisse parfaitement la surface du cheveu pour une réflexion maximale de la lumière et un toucher soyeux.
* **Facilitateur de Brushing :** Détend la fibre et réduit le temps de séchage tout en maintenant la souplesse de la chevelure.
* **Hydratation Intense :** Nourrit les pointes sèches et dévitalisées sans jamais laisser de fini gras ou lourd.

💡 **Le conseil de l'expert :** Appliquez une petite noisette de sérum sur cheveux humides juste avant votre brushing. Le tanin va gainer le cheveu pour le protéger de la chaleur du sèche-cheveux, tout en fixant la forme pour que votre lissage ou votre volume tienne toute la journée.","# The secret to a perfect, long-lasting blowout ✨

Enhance your fine hair with the finishing touch of Tannin technology. This **Professional Serum** is the ideal partner for impeccable styling. Its sulfate-free formula acts as a natural cement that perfectly seals the hair cuticles, providing intense hydration and essential thermal protection.

**Why it stands out:**
* **Cuticle Sealing:** Perfectly smoothes the hair surface for maximum light reflection and a silky touch.
* **Blow-dry Facilitator:** Relaxes the fiber and reduces drying time while maintaining hair suppleness.
* **Intense Hydration:** Nourishes dry and lifeless ends without ever leaving a greasy or heavy finish.

💡 **Expert Tip:** Apply a small amount of serum to damp hair just before blow-drying. The tannin will coat the hair to protect it from the heat, while locking in the shape so your styling or volume lasts all day.",,Verser une noisette dans le creux de la main et appliquer sur cheveux humides ou secs. Sans rinçage.,Pour a small amount (pea-sized) into the palm of your hand and apply to damp or dry hair. Leave-in (do not rinse).,,,,,Cheveux,Sérum/Huile,"cheveux; sérum/huile; fins; anti_chute; volume; gamme_kera_tanin; tout_type"
iqkyyJXmUYPZpEE7r95D,Kera Queen’s,"Sérum Kératine, Pépins de Raisin & Grenade",Keratin Serum — Grape Seed & Pomegranate,,"# L'éclat ultime pour les cheveux colorés ✨

Sublimez et protégez votre couleur jusqu’aux pointes. Ce **Sérum Kératine Professionnel** est un concentré d'éclat spécifiquement conçu pour les cheveux méchés et colorés. Sa texture légère enrobe la fibre pour fixer les pigments et offrir une brillance éclatante, tout en protégeant vos cheveux des agressions extérieures.

**Pourquoi il se démarque :**
* **Fixateur d'Éclat :** L'action antioxydante des pépins de raisin et de la grenade aide à prévenir l'affadissement de la couleur.
* **Fini Soyeux :** Lisse instantanément les cuticules pour un toucher velouté et une réflexion maximale de la lumière.
* **Protection et Force :** La kératine renforce les longueurs fragilisées par les traitements chimiques pour réduire la casse.

💡 **Conseil d'Expert :** Appliquez une pression de sérum dans vos mains, frottez-les pour chauffer le produit, puis lissez uniquement vos **longueurs et pointes** après le coiffage. C'est le secret pour éliminer les frisottis et obtenir un fini ""miroir"" sans jamais alourdir votre coiffure.","# The ultimate glow for color-treated hair ✨

Enhance and protect your hair color right down to the ends. This **Professional Keratin Serum** is a radiance concentrate specifically designed for highlighted and color-treated hair. Its lightweight texture coats the fiber to lock in pigments and provide brilliant shine while protecting your hair from external damage.

**Why it stands out:**
* **Radiance Fixer:** The antioxidant action of grape seed and pomegranate helps prevent color fading.
* **Silky Finish:** Instantly smoothes hair cuticles for a velvety touch and maximum light reflection.
* **Protection & Strength:** Keratin strengthens lengths weakened by chemical treatments to reduce breakage.

💡 **Expert Tip:** Apply one pump of serum to your hands, rub them together to warm the product, then smooth only through your **lengths and ends** after styling. This is the secret to eliminating frizz and achieving that ""mirror"" finish without ever weighing down your hairstyle.",,Verser une noisette dans le creux de la main et appliquer sur cheveux humides ou secs. Sans rinçage.,Pour a small amount (pea-sized) into the palm of your hand and apply to damp or dry hair. Leave-in (do not rinse).,,,,,Cheveux,Sérum/Huile,"cheveux; hydratation; réparation; brillance; sérum/huile; gamme_kera_grenade; colorés; tout_type"
tESps4AKWoZfVLr7yi3p,Zorah,Sérum Perfecteur de Peau (Hyaluron-Filler + 3x Effets),Skin Perfecting Serum (Hyaluron-Filler + 3x Effects),,"# Le secret d'une peau repulpée et lissée ✨

Le **Sérum Hyaluron-Filler** est un concentré anti-âge avancé conçu pour combattre les premiers signes du vieillissement. Sa technologie unique combine de l'acide hyaluronique, du Hyacare Filler et des peptides pour une action triple performance. Il repulpe les rides, affine le grain de peau et purifie les pores pour un fini soyeux et éclatant. Sa texture légère et non grasse pénètre instantanément pour une protection antioxydante durable.

**Pourquoi vous allez l'adorer :**
* **Triple Action :** Repulpe les ridules, lisse la peau et resserre les pores dilatés.
* **Formule Experte :** Contient de l'acide hyaluronique pur et du tetra peptide-21 pour stimuler la jeunesse de la peau.
* **Texture Confort :** Pénètre rapidement sans laisser de film collant.

💡 **Le conseil de l'expert :** Ce sérum est idéal pour les peaux rugueuses ou ternes cherchant à retrouver un aspect lisse et purifié.","# The secret to plumped and smoothed skin ✨

**Hyaluron-Filler Serum** is an advanced anti-aging concentrate designed to combat the first signs of aging. Its unique technology combines Hyaluronic Acid, Hyacare Filler, and Peptides for a triple-performance action. It plumps wrinkles, refines skin texture, and purifies pores for a silky and radiant finish. Its lightweight, non-greasy texture absorbs instantly for lasting antioxidant protection.

**Why you'll love it:**
* **Triple Action:** Plumps fine lines, smooths the skin, and tightens dilated pores.
* **Expert Formula:** Contains pure Hyaluronic Acid and Tetra Peptide-21 to boost skin's youthfulness.
* **Comfort Texture:** Penetrates quickly without leaving a sticky film.

💡 **Expert Tip:** This serum is ideal for rough or dull skin types looking to regain a smooth and purified appearance.",,Appliquez 1 à 2 fois par jour sur un visage parfaitement nettoyé avant votre soin hydratant. Utilisez une crème avec SPF pendant la journée.,Apply once or twice daily to a clean face before your moisturizer. Use a cream with SPF during the day.,,,,,Soins visage,Sérum,"soins_viage; sérum; tout_type; éclat; anti-âge; anti-imperfection; pores_visibles"
U5BJ8z1YMHcaBfoWGDi0,Zorah,Sérum Perfecteur Éclat (Niacinamide 10% & Arbutine),Radiance Perfecting Serum (10% Niacinamide & Arbutin),,"# Dites adieu aux imperfections et aux pores dilatés ✨

Le **Sérum Pure Niacinamide 10%** est l'allié ultime de toutes les peaux en quête de perfection. Sa formule experte hautement concentrée régule efficacement le sébum et resserre les pores pour un grain de peau visiblement affiné. Enrichi en Alpha-Arbutine à 2% et en céramides, il corrige les taches pigmentaires tout en renforçant la barrière cutanée pour prévenir la déshydratation. Résultat : un teint unifié, une peau apaisée et un éclat naturel retrouvé. Sa texture légère pénètre instantanément sans laisser de film gras.

**Pourquoi vous allez l'adorer :**
* **Contrôle & Équilibre :** Réduit la brillance et minimise l'apparence des pores sans décaper la peau.
* **Correction Anti-Taches :** L'Alpha-Arbutine aide à estomper les marques post-imperfections et l'hyperpigmentation.
* **Réparation & Confort :** Les céramides protègent et restaurent la barrière cutanée pour un confort durable.
* **Éclat Universel :** Ravive les peaux ternes pour un fini frais, clarifié et lumineux.

💡 **Le conseil de l'expert :** Bien qu'il soit le favori des peaux mixtes pour son action sur les pores, ce sérum convient à **tous les types de peaux** grâce à ses propriétés apaisantes et réparatrices. Appliquez-le matin et soir sur peau propre. Si vous avez la peau sèche, appliquez systématiquement votre crème hydratante après le sérum pour sceller l'hydratation. 
**Attention :** Évitez de l'utiliser dans la même routine que la Vitamine C pure (Acide Ascorbique) pour préserver l'efficacité des actifs ; utilisez l'un le matin et l'autre le soir.","# Say goodbye to imperfections and enlarged pores ✨

**Pure Niacinamide 10% Serum** is the ultimate ally for all skin types seeking perfection. Its highly concentrated expert formula effectively regulates sebum and tightens pores for a visibly refined skin texture. Enriched with 2% Alpha-Arbutin and ceramides, it corrects dark spots while strengthening the skin barrier to prevent dehydration. The result: a unified complexion, soothed skin, and restored natural radiance. Its lightweight texture absorbs instantly without leaving a greasy film.

**Why you'll love it:**
* **Control & Balance:** Reduces shine and minimizes the appearance of pores without stripping the skin.
* **Dark Spot Correction:** Alpha-Arbutin helps fade post-blemish marks and hyperpigmentation.
* **Repair & Comfort:** Ceramides protect and restore the skin barrier for long-lasting comfort.
* **Universal Glow:** Revives dull skin for a fresh, clarified, and luminous finish.

💡 **Expert Tip:** While a favorite for combination skin due to its pore-refining action, this serum is suitable for **all skin types** thanks to its soothing and repairing properties. Apply morning and night to clean skin. If you have dry skin, always follow with your moisturizer to seal in hydration. 
**Caution:** Avoid using it in the same routine as pure Vitamin C (Ascorbic Acid) to maintain the efficacy of the active ingredients; use one in the morning and the other in the evening.",,Nettoyez votre peau. Appliquez 2 à 3 gouttes sur le visage et massez doucement. Utilisez matin et soir. Terminez toujours par un SPF en journée.,Cleanse your skin. Apply 2 to 3 drops to the face and massage gently. Use morning and night. Always finish with SPF during the day.,,,,,Soins visage,Sérum,"soins_visage; sérum; tout_type; anti-imperfections; taches; pores_visibles"
IL8NS0zUSB4Vahxz1w7M,Zorah,"Sérum Réactivateur Anti-Âge (Rétinol 0,2% & Peptides)",Anti-Aging Reactivating Serum (0.2% Retinol & Peptides),,"# Réactivez la jeunesse de votre peau en une nuit ✨

Le **Sérum Retinol Boost de Zorah** est un concentré de haute technologie conçu pour transformer la texture de votre peau. Grâce à son **rétinol encapsulé à 0,2%**, il pénètre en profondeur pour stimuler la production de collagène et traiter simultanément les rides, l'acné et les taches pigmentaires. Associé aux multi-peptides, ce soin puissant affine le grain de peau et booste la fermeté sans agresser l'épiderme. Une formule sans parfum, non comédogène, pour un teint unifié et éclatant au réveil.

**Pourquoi vous allez l'adorer :**
* **Action Multi-Correction :** Cible les rides, les imperfections et l'hyperpigmentation en un seul geste.
* **Rétinol Encapsulé :** Diffusion lente pour une efficacité maximale et une tolérance cutanée améliorée.
* **Boost de Fermeté :** Les multi-peptides et la Vitamine E travaillent en synergie pour une peau plus rebondie.
* **Texture Légère :** Une absorption instantanée qui ne laisse aucun film gras.

💡 **Le conseil de l'expert :** Le rétinol est un actif puissant qui peut rendre la peau photosensible. Utilisez-le **exclusivement le soir**. Si vous débutez, commencez par 2 à 3 applications par semaine, puis augmentez progressivement. Le lendemain matin, l'application d'une protection solaire SPF 50 est **indispensable** pour protéger les nouvelles cellules et éviter les taches.","# Reactivate your skin's youth overnight ✨

**Zorah's Retinol Boost Serum** is a high-tech concentrate designed to transform your skin texture. Featuring **0.2% encapsulated retinol**, it penetrates deeply to stimulate collagen production while simultaneously treating wrinkles, acne, and dark spots. Combined with multi-peptides, this potent treatment refines skin grain and boosts firmness without irritation. A fragrance-free, non-comedogenic formula for a unified, radiant complexion upon waking.

**Why you'll love it:**
* **Multi-Correction Action:** Targets wrinkles, imperfections, and hyperpigmentation in one single step.
* **Encapsulated Retinol:** Slow release for maximum efficacy and improved skin tolerance.
* **Firmness Boost:** Multi-peptides and Vitamin E work in synergy for plumper, firmer skin.
* **Lightweight Texture:** Instant absorption with no greasy residue.

💡 **Expert Tip:** Retinol is a powerful active ingredient that can make skin photosensitive. Use it **exclusively in the evening**. If you are a beginner, start with 2 to 3 applications per week, then gradually increase. The following morning, applying SPF 50 sunscreen is **essential** to protect new cells and prevent dark spots.",,"Dans la routine du soir, appliquez quelques gouttes sur l'ensemble du visage propre et sec. Tapotez jusqu'à absorption. Utilisez 2 à 4 nuits par semaine au début, puis augmentez selon la tolérance. Toujours appliquer un SPF le matin.","In your evening routine, apply a few drops to the entire clean, dry face. Pat until absorbed. Use 2–4 nights a week initially, then increase based on skin tolerance. Always apply SPF in the morning.",,,,,Soins visage,Sérum,"soins_visage; sérum; anti-âge; tout_type"
pvj7YeHPlngLwztIZj63,Zorah,Sérum Réparateur Hydratant & Apaisant,Hydrating & Soothing Repair Serum,,"# Le double secret : Hydratation profonde & Apaisement immédiat ✨

Le **Sérum Réparateur Panthenol Zorah Douce Nature** est un véritable bain d'hydratation et de douceur pour votre visage. Sa formule experte à haute concentration en Panthenol (Vitamine B5) agit sur deux fronts : elle recharge instantanément les réserves en eau de la peau tout en calmant les irritations. Enrichi en Acide Hyaluronique et en Allantoïne, ce sérum restaure la barrière cutanée pour protéger votre épiderme contre le dessèchement et les agressions extérieures. Sa texture ultra-légère désaltère la peau sans aucune sensation de gras.

**Pourquoi vous allez l'adorer :**
* **Hydratation Intense :** L'Acide Hyaluronique repulpe et hydrate les couches supérieures de l'épiderme.
* **Réparation de la barrière :** Le Panthenol aide la peau à retenir son hydratation naturelle durablement.
* **Confort Absolu :** Calme instantanément les tiraillements liés à la sécheresse.
* **Fini Invisible :** Pénètre rapidement, laissant la peau souple, fraîche et prête pour votre crème.

💡 **Le conseil de l'expert :** C'est le ""pansement"" universel de votre peau. Utilisez-le matin et soir pour hydrater sans briller ou pour apaiser une peau irritée. Il convient à absolument tout le monde, même aux peaux les plus sensibles.","# The dual secret: Deep Hydration & Immediate Soothing ✨

**Zorah Douce Nature Panthenol Repair Serum** is a true bath of hydration and softness for your face. Its expert formula with a high concentration of Panthenol (Vitamin B5) works on two fronts: it instantly refills the skin's water reserves while calming irritation. Enriched with Hyaluronic Acid and Allantoin, this serum restores the skin barrier to protect your epidermis against dryness and external aggressions. Its ultra-light texture quenches the skin's thirst without any greasy feel.

**Why you'll love it:**
* **Intense Hydration:** Hyaluronic Acid plumps and hydrates the upper layers of the epidermis.
* **Barrier Repair:** Panthenol helps the skin retain its natural moisture over time.
* **Absolute Comfort:** Instantly soothes tightness caused by dryness.
* **Invisible Finish:** Absorbs quickly, leaving skin supple, fresh, and ready for your moisturizer.

**Expert Tip:** Think of this as a ""hydrating shield"" for your skin. Use it morning and night to hydrate without any shine or to soothe irritated skin. It is perfect for absolutely everyone, even the most sensitive skin types.",,Appliquez matin et soir sur le visage et le cou parfaitement nettoyés avant votre crème hydratante. Massez délicatement quelques gouttes jusqu'à absorption complète.,Apply morning and night to a perfectly cleansed face and neck before your moisturizer. Gently massage a few drops until fully absorbed.,,,,,Soins visage,Sérum,"soins_visage; sérum; tout_type; hydratation; apaisant"
Yw0jJfVrFehWQWLq4ew4,Floré,Sérum Visage Acide Hyaluronique B5,Hyaluronic Acid B5 Face Serum,,"# Un concentré d'hydratation pour une peau repulpée ✨

Le Sérum Perfect Skin de Floré à l’Acide Hyaluronique et Vitamine B5 offre une expérience de soin intense pour une peau radieuse. L’Acide Hyaluronique, reconnu pour sa capacité à retenir jusqu’à 1000 fois son poids en eau, agit en profondeur pour hydrater et repulper l’épiderme. Sa formule ciblée réduit visiblement l'apparence des rides et ridules, laissant votre peau souple, lisse et revitalisée.

**Pourquoi vous allez l'adorer :**
* **Hydratation Intense :** L'Acide Hyaluronique gorge la peau d'eau pour un effet rebondi immédiat.
* **Action Réparatrice :** La Vitamine B5 (Panthenol) aide à apaiser et à renforcer la barrière cutanée.
* **Texture Fluide :** Pénètre instantanément sans laisser de fini collant, convient à tous les types de peau.

💡 **L'astuce de l'expert :** Appliquez votre sérum sur une peau légèrement humide (après votre tonique ou une brume d'eau). L'acide hyaluronique captera cette humidité pour la sceller au cœur de vos cellules, boostant ainsi l'efficacité du soin.","# A hydration powerhouse for plumped skin ✨

Floré Perfect Skin Serum with Hyaluronic Acid and Vitamin B5 provides an intense treatment for a radiant complexion. Hyaluronic Acid, famous for holding up to 1000 times its weight in water, works deep within the skin to hydrate and re-plump the surface. This targeted formula visibly reduces the appearance of fine lines and wrinkles, leaving your skin feeling supple, smooth, and revitalized.

**Why you'll love it:**
* **Deep Hydration:** Hyaluronic Acid infuses the skin with moisture for an immediate ""plump"" effect.
* **Restorative Action:** Vitamin B5 (Panthenol) helps soothe and strengthen the skin's moisture barrier.
* **Universal Formula:** A lightweight, fast-absorbing texture suitable for all skin types.

💡 **Expert tip:** Apply your serum to slightly damp skin (after toning or misting). The Hyaluronic Acid will grab onto that surface moisture and lock it into your skin, significantly boosting hydration levels.",,"1. Appliquez une petite quantité de sérum sur votre visage et votre cou propres.
2. Massez doucement par mouvements circulaires jusqu'à absorption complète.
3. Utilisez matin et/ou soir avant votre crème habituelle.","1. Apply a small amount of serum to your clean face and neck.
2. Gently massage in circular motions until fully absorbed.
3. Use morning and/or evening before your daily moisturizer.",,,,,Soins visage,Sérum,"soins_visage; sérum; gamme_floré_skin; tout_type; hydratation"
