id,brand,title,title_en,title_ar,description,description_en,description_ar,usageTips,usageTips_en,usageTips_ar,customBadge,customBadge_en,customBadge_ar,category,subCategory,tags
XDEJ8ZkCLGEkhFmnRWFD,Flux Care,Shampooing Détox pour Tous Types de cheveux,Detox Shampoo for All Hair Types,شامبو ديتوكس لكل أنواع الشعر,"Un shampooing détox pour purifier le cuir chevelu et alléger les cheveux.

Sa formule aux 5 plantes, thé vert, citron, eucalyptus, ortie et verveine, aide à retirer les impuretés et les particules de pollution. Les cheveux retrouvent fraîcheur, légèreté et éclat.

**Pourquoi on l'aime :**
- Nettoie les résidus et la pollution.
- Rafraîchit le cuir chevelu.
- Donne une sensation de cheveux plus légers.
- Convient à tous les types de cheveux.

**Astuce :** parfait après une semaine chargée, ou quand les cheveux semblent lourds.","A detox shampoo that purifies the scalp and makes hair feel lighter.

Its 5-plant formula with green tea, lemon, eucalyptus, nettle and verbena helps remove impurities and pollution particles. Hair regains freshness, lightness and shine.

**Why we love it:**
- Cleanses residue and pollution
- Refreshes the scalp
- Gives hair a lighter feel
- Suitable for all hair types

**Tip:**
Perfect after a busy week or whenever hair feels heavy.","شامبو ديتوكس ينقي فروة الرأس ويجعل الشعر أخف.

تركيبته بخمس نباتات: الشاي الأخضر، الليمون، الأوكالبتوس، القراص واللويزة، تساعد على إزالة الشوائب وجزيئات التلوث. يستعيد الشعر الانتعاش والخفة واللمعان.

**لماذا نحبّه:**
- ينظف البقايا والتلوث
- ينعش فروة الرأس
- يمنح الشعر إحساساً أخف
- مناسب لكل أنواع الشعر

**نصيحة:**
مثالي بعد أسبوع مزدحم أو عندما يبدو الشعر ثقيلاً.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; shampooing; tout_type; brillance"
Sto3z7ymb5U9zX3gGuXK,Flux Care,Shampooing Doux pour usage fréquent,Gentle Shampoo for Daily Care,شامبو لطيف للاستخدام المتكرر,"Un shampooing doux pensé pour les lavages fréquents.

Sa technologie micellaire nettoie les cheveux et le cuir chevelu sans les agresser. L'huile de rose et la fleur de coton apportent douceur, protection et un démêlage plus facile.

**Pourquoi on l'aime :**
- Adapté à un usage fréquent.
- Nettoyage doux au quotidien.
- Aide à démêler les cheveux.
- Laisse les longueurs souples et brillantes.

**Pour qui :** idéal si tu laves tes cheveux souvent et que tu veux préserver leur confort.","A gentle shampoo designed for frequent washing.

Its micellar technology cleanses hair and scalp without being harsh. Rose oil and cotton flower bring softness, protection and easier detangling.

**Why we love it:**
- Suitable for frequent use
- Gentle daily cleansing
- Helps detangle hair
- Leaves lengths supple and shiny

**Best for:**
Anyone who washes hair often and wants to preserve comfort.","شامبو لطيف مصمم للغسل المتكرر.

تقنيته الميسيلارية تنظف الشعر وفروة الرأس من دون قسوة. يمنح زيت الورد وزهرة القطن نعومة وحماية وسهولة أكبر في فك التشابك.

**لماذا نحبّه:**
- مناسب للاستخدام المتكرر
- تنظيف يومي لطيف
- يساعد على فك تشابك الشعر
- يترك الأطوال مرنة ولامعة

**مناسب لـ:**
من يغسل شعره كثيراً ويريد الحفاظ على الراحة.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; shampooing; tout_type; hydratation; brillance"
vuexFiaP0acG2gyOSaB1,Flux de passion,Shampooing Intense Color — Extrait de Grenade,Intense Color Shampoo — Pomegranate Extract,شامبو Intense Color بمستخلص الرمان,"Un shampooing protecteur pour garder l'éclat des cheveux colorés.

L'extrait de grenade aide à protéger la couleur des agressions comme le soleil, la pollution ou le calcaire. La formule nettoie sans alourdir et aide les cheveux à rester lumineux plus longtemps.

**Pourquoi on l'aime :**
- Aide à préserver l'intensité de la couleur.
- Grenade antioxydante pour protéger les reflets.
- Sans silicone et sans paraben.
- Laisse les cheveux plus brillants lavage après lavage.

**Astuce :** complète avec un masque couleur pour garder les longueurs souples.","A protective shampoo that keeps color-treated hair radiant.

Pomegranate extract helps protect color from aggressors like sun, pollution and hard water. The formula cleanses without weighing hair down and helps keep it luminous longer.

**Why we love it:**
- Helps preserve color intensity
- Antioxidant pomegranate protects reflections
- Silicone-free and paraben-free
- Leaves hair shinier wash after wash

**Tip:**
Pair with a color mask to keep lengths supple.","شامبو واقٍ يحافظ على إشراقة الشعر المصبوغ.

يساعد مستخلص الرمان على حماية اللون من العوامل مثل الشمس والتلوث والماء الكلسي. تنظف التركيبة من دون إثقال وتساعد الشعر على البقاء لامعاً لفترة أطول.

**لماذا نحبّه:**
- يساعد على الحفاظ على قوة اللون
- الرمان المضاد للأكسدة يحمي الانعكاسات
- خالٍ من السيليكون والبارابين
- يترك الشعر أكثر لمعاناً غسلة بعد غسلة

**نصيحة:**
استخدميه مع ماسك مخصص للون للحفاظ على مرونة الأطوال.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; shampooing; brillance; hydratation; tout_type; colorés"
FOvlN1mrpMQcNDWfwH7w,Kera Queen’s,Shampooing Kératine & Extrait de Vin (Tanin),Keratin & Wine Extract Shampoo (Tannin),شامبو كيراتين ومستخلص العنب - تانين,"Un shampooing à la kératine et aux tanins pour lisser les frisottis et faciliter le brushing.

Les extraits de vin aident à détendre la fibre en douceur, tandis que la kératine soutient la structure du cheveu. Les cheveux paraissent plus souples, plus brillants et plus faciles à coiffer.

**Pourquoi on l'aime :**
- Aide à lisser les frisottis.
- Facilite le brushing.
- Apporte souplesse et brillance.
- Formule professionnelle sans sulfate.

**Pour qui :** idéal si tes cheveux gonflent vite ou manquent de discipline.","A keratin and tannin shampoo that smooths frizz and makes blow-drying easier.

Wine extracts help gently relax the fiber, while keratin supports hair structure. Hair looks softer, shinier and easier to style.

**Why we love it:**
- Helps smooth frizz
- Makes blow-drying easier
- Adds flexibility and shine
- Professional sulfate-free formula

**Best for:**
Hair that swells easily or lacks discipline.","شامبو بالكيراتين والتانينات ينعّم النفشة ويسهل السشوار.

تساعد مستخلصات العنب على إرخاء الشعرة بلطف، بينما يدعم الكيراتين بنية الشعر. يبدو الشعر أكثر مرونة ولمعاناً وأسهل في التصفيف.

**لماذا نحبّه:**
- يساعد على تنعيم النفشة
- يسهل السشوار
- يمنح مرونة ولمعاناً
- تركيبة احترافية خالية من السلفات

**مناسب لـ:**
الشعر الذي ينتفخ بسرعة أو يفتقد الانضباط.","# The natural remedy for fine and lifeless hair 🍇

Bring life and body back to your hair. This sulfate-free **Professional Shampoo** is a true revitalizing treatment for fine and devitalized hair. Thanks to the power of **Tannins**, it acts as a natural support for the fiber: it smoothes frizz and adds suppleness while restoring strength and body to even the flattest hair.

**Why it stands out:**
* **Energy & Vitality:** Wine extract rich in tannins stimulates and revitalizes the hair fiber for a healthier look.
* **Weightless Smoothing:** Relaxes the hair and eliminates ""frizzy"" textures while preserving the natural volume of fine hair.
* **Mirror Shine:** Seals the hair cuticles to protect the strands and restore immediate radiance.

💡 **Expert Tip:** Fine hair tends to tangle more easily. To avoid breakage, brush your hair *before* hopping in the shower. This allows the shampoo to circulate better between strands and makes rinsing much easier.","Apply evenly to wet hair from roots to ends, lather, and then rinse thoroughly.",على شعر مبلل، طبّقي بالتساوي من الجذور حتى الأطراف، رغّيه ثم اشطفي.,,,,Cheveux,Shampooing,"cheveux; shampooing; tout_type; volume; sans_sulfates; gamme_kera_tanin; fins; volume; lisses; bouclés; frisés; crépus; ondulés; secs; abîmés; gras"
T8zSBcnfj5vtjbEcrPuQ,Kera Queen’s,"Shampooing Kératine, Pépins de Raisin & Grenade",Keratin Shampoo — Grape Seed & Pomegranate,شامبو كيراتين وبذور العنب والرمان,"Un shampooing professionnel pour cheveux colorés ou méchés.

Sa formule sans sulfate, sans paraben et sans silicone nettoie en douceur pour respecter la couleur. Les pépins de raisin et la grenade apportent des antioxydants qui aident à préserver l'éclat.

**Pourquoi on l'aime :**
- Protège l'intensité de la couleur.
- Nettoie sans faire dégorger les pigments.
- Apporte brillance et souplesse.
- Adapté aux cheveux méchés et colorés.

**Résultat :** une couleur plus lumineuse et des cheveux plus doux.","A professional shampoo for color-treated or highlighted hair.

Its sulfate-free, paraben-free and silicone-free formula gently cleanses while respecting color. Grape seed and pomegranate bring antioxidants that help preserve radiance.

**Why we love it:**
- Protects color intensity
- Cleanses without stripping pigments
- Adds shine and flexibility
- Suitable for highlighted and color-treated hair

**Result:**
A brighter color and softer hair.","شامبو احترافي للشعر المصبوغ أو الميش.

تركيبته الخالية من السلفات والبارابين والسيليكون تنظف بلطف مع احترام اللون. تمنح بذور العنب والرمان مضادات أكسدة تساعد على الحفاظ على الإشراقة.

**لماذا نحبّه:**
- يحمي قوة اللون
- ينظف من دون سحب الصبغة
- يمنح لمعاناً ومرونة
- مناسب للشعر المصبوغ والميش

**النتيجة:**
لون أكثر إشراقاً وشعر أنعم.","Sur cheveux mouillés, appliquer uniformément des racines jusqu'aux pointes, faites mousser puis rincer.","Apply evenly to wet hair from roots to ends, lather, and then rinse thoroughly.",على شعر مبلل، طبّقي بالتساوي من الجذور حتى الأطراف، رغّيه ثم اشطفي.,,,,Cheveux,Shampooing,"cheveux; shampooing; sans_sulfates; gamme_kera_grenade; colorés; lisses; bouclés; ondulés; frisés; crépus; brillance; hydratation; réparation"
355D0jxV1OHxArI7Tu0o,Calliderm,Shampooing Noix de coco pour cheveux Secs et abîmés,Coconut Milk Nutrition ShampooDry & Damaged Hair,شامبو جوز الهند للشعر الجاف والتالف,"Un shampooing à la noix de coco pour les cheveux secs et abîmés.

Il nettoie en douceur tout en aidant les longueurs à retrouver souplesse et élasticité. La kératine renforce et lisse la fibre pour mieux protéger les cheveux des agressions extérieures.

**Pourquoi on l'aime :**
- Noix de coco pour plus de douceur.
- Kératine pour renforcer la fibre.
- Aide à lisser les cheveux secs.
- Redonne souplesse aux longueurs abîmées.

**Astuce :** utilise un après-shampooing ou masque nourrissant après pour maximiser la douceur.","A coconut shampoo for dry and damaged hair.

It gently cleanses while helping lengths regain suppleness and elasticity. Keratin strengthens and smooths the fiber to better protect hair from external aggressors.

**Why we love it:**
- Coconut for extra softness
- Keratin strengthens the fiber
- Helps smooth dry hair
- Restores suppleness to damaged lengths

**Tip:**
Follow with a nourishing conditioner or mask to maximize softness.","شامبو بجوز الهند للشعر الجاف والتالف.

ينظف بلطف ويساعد الأطوال على استعادة المرونة والليونة. يقوي الكيراتين الشعرة وينعمها لحماية أفضل من العوامل الخارجية.

**لماذا نحبّه:**
- جوز الهند لمزيد من النعومة
- الكيراتين يقوي الشعرة
- يساعد على تنعيم الشعر الجاف
- يعيد المرونة للأطوال التالفة

**نصيحة:**
أكملي ببلسم أو ماسك مغذٍ لزيادة النعومة.","Appliquer le Shampooing au noix de coco CALLIDERM sur cheveux mouillés, faire mousser puis rincer abondamment.","Apply CALLIDERM Coconut Shampoo to wet hair. Lather well, then rinse thoroughly.",طبّقي شامبو Calliderm بجوز الهند على شعر مبلل، رغّيه ثم اشطفي جيداً.,,,,Cheveux,Shampooing,"cheveux; shampooing; secs; abîmés; réparation; hydratation; lisses; ondulés; bouclés; crépus; frisés"
QIjyzM1uCAT9e1HHCeYr,Flux Care,Shampooing Nourissant pour cheveux Frisés et Crépus,"Nourishing Shampoo for Curly, Coily & Kinky Hair",شامبو مغذٍ للشعر المجعد والكيرلي,"Un shampooing nourrissant pour cheveux frisés à crépus.

Sa formule à l'huile d'olive vierge aide à hydrater, nourrir et assouplir les longueurs. Elle nettoie les résidus de coiffage tout en aidant à lisser les frisottis.

**Pourquoi on l'aime :**
- Adapté aux cheveux frisés et crépus.
- Huile d'olive pour nourrir et hydrater.
- Aide à réduire les frisottis.
- Facilite le coiffage après lavage.

**Résultat :** des cheveux plus doux, plus souples et plus faciles à démêler.","A nourishing shampoo for curly to coily hair.

Its virgin olive oil formula helps hydrate, nourish and soften the lengths. It cleans styling residue while helping smooth frizz.

**Why we love it:**
- Suitable for curly and coily hair
- Olive oil to nourish and hydrate
- Helps reduce frizz
- Makes styling easier after washing

**Result:**
Hair feels softer, more supple and easier to detangle.","شامبو مغذٍ للشعر المجعد إلى الكيرلي.

تركيبته بزيت الزيتون البكر تساعد على ترطيب وتغذية وتنعيم الأطوال. ينظف بقايا التصفيف ويساعد على تنعيم النفشة.

**لماذا نحبّه:**
- مناسب للشعر المجعد والكيرلي
- زيت الزيتون للتغذية والترطيب
- يساعد على تقليل النفشة
- يسهل التصفيف بعد الغسل

**النتيجة:**
شعر أنعم وأكثر مرونة وأسهل في فك التشابك.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; shampooing; hydratation; anti-frisottis; secs; crépus; frisés"
cKRl21I2ArG3JZ6XSD24,Renée Blanche,Shampooing Nutritif pour cheveux Secs et Abîmés,Nutritive Shampoo for Dry & Damaged Hair,شامبو مغذٍ للشعر الجاف والتالف,"Un shampooing nutritif pour hydrater et adoucir les cheveux secs ou abîmés.

Il nettoie en douceur tout en aidant à restaurer la fibre capillaire. Les longueurs paraissent plus souples, plus douces et moins sujettes à la casse.

**Pourquoi on l'aime :**
- Hydrate les cheveux secs en profondeur.
- Aide à adoucir les longueurs abîmées.
- Soutient la réparation de la fibre capillaire.
- Réduit la casse liée à la sécheresse.

**Astuce :** complète avec un masque nourrissant si tes pointes sont très sèches.","A nourishing shampoo that hydrates and softens dry or damaged hair.

It gently cleanses while helping restore the hair fiber. Lengths look more supple, softer and less prone to breakage.

**Why we love it:**
- Deeply hydrates dry hair
- Helps soften damaged lengths
- Supports repair of the hair fiber
- Reduces breakage linked to dryness

**Tip:**
Follow with a nourishing mask if your ends are very dry.","شامبو مغذٍ يرطب وينعم الشعر الجاف أو التالف.

ينظف بلطف ويساعد على ترميم ألياف الشعر. تبدو الأطوال أكثر مرونة ونعومة وأقل عرضة للتكسر.

**لماذا نحبّه:**
- يرطب الشعر الجاف بعمق
- يساعد على تنعيم الأطوال التالفة
- يدعم إصلاح ألياف الشعر
- يقلل التكسر المرتبط بالجفاف

**نصيحة:**
أكملي بماسك مغذٍ إذا كانت أطرافك شديدة الجفاف.","Appliquer sur cheveux humides. Masser délicatement pendant quelques minutes. Laisser agir 2 à 3 minutes, puis rincer abondamment. Réitérer si besoin.""","Apply to damp hair. Gently massage for a few minutes. Leave on for 2 to 3 minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. دلّكي بلطف لبضع دقائق. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي جيداً. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; shampooing; abîmés; secs; réparation; hydratation; lisses; bouclés; ondulés; frisés; crépus"
xsrItgVuUTwEnJqS2oT5,Flux de passion,Shampooing Pearl Proteins — Huile de Jojoba,Pearl Proteins Shampoo — Jojoba Oil,شامبو بروتين اللؤلؤ وزيت الجوجوبا,"Un shampooing revitalisant pour renforcer les cheveux fragilisés sans les alourdir.

Les protéines de perle aident à soutenir la fibre capillaire, tandis que l'huile de jojoba apporte douceur et confort au cuir chevelu. Les cheveux paraissent plus forts, plus légers et plus brillants.

**Pourquoi on l'aime :**
- Aide à limiter la casse et les fourches.
- Protéines de perle pour renforcer la fibre.
- Huile de jojoba pour adoucir.
- Sans silicone et sans paraben.

**Pour qui :** idéal si tes cheveux manquent de force mais regraissent vite avec les soins trop riches.","A revitalizing shampoo that strengthens fragile hair without weighing it down.

Pearl proteins help support the hair fiber, while jojoba oil brings softness and comfort to the scalp. Hair looks stronger, lighter and shinier.

**Why we love it:**
- Helps limit breakage and split ends
- Pearl proteins strengthen the fiber
- Jojoba oil softens
- Silicone-free and paraben-free

**Best for:**
Hair that lacks strength but gets heavy with rich care.","شامبو منشط يقوي الشعر الضعيف من دون إثقاله.

تساعد بروتينات اللؤلؤ على دعم ألياف الشعر، بينما يمنح زيت الجوجوبا نعومة وراحة لفروة الرأس. يبدو الشعر أقوى وأخف وأكثر لمعاناً.

**لماذا نحبّه:**
- يساعد على تقليل التكسر والتقصف
- بروتينات اللؤلؤ لتقوية الشعرة
- زيت الجوجوبا للتنعيم
- خالٍ من السيليكون والبارابين

**مناسب لـ:**
الشعر الذي يفتقد القوة لكنه يثقل مع العناية الغنية.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin","Apply to damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; shampooing; réparation; abîmés; tout_type"
upj07dByddnWOgJpQ45H,Flux Care,Shampooing pour cheveux Abîmés,Shampoo for Damaged Hair,شامبو للشعر التالف,"Un shampooing réparateur pour les longueurs abîmées et difficiles à entretenir.

Sa formule associe huile de ricin, kératine et huile de camélia pour nourrir, renforcer et protéger les cheveux. Les longueurs paraissent plus brillantes, plus fortes et moins cassantes.

**Pourquoi on l'aime :**
- Aide à réparer les longueurs abîmées.
- Huile de ricin pour nourrir et apporter de la brillance.
- Kératine pour renforcer la fibre jusqu'aux pointes.
- Huile de camélia pour plus de douceur.

**Résultat :** des cheveux plus souples, plus résistants et plus faciles à coiffer.","A repairing shampoo for damaged lengths that are hard to maintain.

Its castor oil, keratin and camellia oil formula nourishes, strengthens and protects hair. Lengths look shinier, stronger and less brittle.

**Why we love it:**
- Helps repair damaged lengths
- Castor oil nourishes and adds shine
- Keratin strengthens the fiber to the ends
- Camellia oil brings softness

**Result:**
Hair looks more supple, stronger and easier to style.","شامبو مرمم للأطوال التالفة والصعبة العناية.

تركيبته بزيت الخروع والكيراتين وزيت الكاميليا تغذي وتقوي وتحمي الشعر. تبدو الأطوال أكثر لمعاناً وقوة وأقل تكسرًا.

**لماذا نحبّه:**
- يساعد على إصلاح الأطوال التالفة
- زيت الخروع يغذي ويمنح لمعاناً
- الكيراتين يقوي الشعرة حتى الأطراف
- زيت الكاميليا يمنح نعومة

**النتيجة:**
شعر أكثر مرونة وقوة وأسهل في التصفيف.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; gamme_perfect_long; shampooing; abîmés; lisses; ondulés; réparation; hydratation; brillance; bouclés; frisés; crépus"
g1JPU7BmKlCklI5JvdmQ,Flux Care,Shampooing pour cheveux Colorés (Sans Sulfates),Color Protect Shampoo (Sulfate-Free),شامبو للشعر المصبوغ خالٍ من السلفات,"Un shampooing sans sulfate pour protéger les cheveux colorés ou méchés.

Sa formule nourrit, ravive et aide à préserver la couleur au coeur de la fibre. Les filtres UVA/UVB protègent l'éclat des reflets contre les agressions extérieures.

**Pourquoi on l'aime :**
- Préserve l'intensité de la couleur.
- Formule sans sulfate.
- Filtres UVA/UVB pour protéger les reflets.
- Aide à garder les cheveux colorés plus doux et lumineux.

**Astuce :** espace les lavages et utilise de l'eau tiède pour mieux préserver la couleur.","A sulfate-free shampoo that protects color-treated or highlighted hair.

Its formula nourishes, revives and helps preserve color inside the fiber. UVA/UVB filters protect the shine of reflections from external aggressors.

**Why we love it:**
- Preserves color intensity
- Sulfate-free formula
- UVA/UVB filters protect reflections
- Helps keep color-treated hair softer and brighter

**Tip:**
Space out washes and use lukewarm water to preserve color better.","شامبو خالٍ من السلفات يحمي الشعر المصبوغ أو الميش.

تركيبته تغذي وتعيد الإشراقة وتساعد على الحفاظ على اللون داخل الشعرة. تحمي فلاتر UVA/UVB لمعان الانعكاسات من العوامل الخارجية.

**لماذا نحبّه:**
- يحافظ على قوة اللون
- تركيبة خالية من السلفات
- فلاتر UVA/UVB تحمي الانعكاسات
- يساعد على إبقاء الشعر المصبوغ أنعم وأكثر إشراقاً

**نصيحة:**
باعدي بين الغسلات واستخدمي ماءً فاتراً للحفاظ على اللون بشكل أفضل.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; gamme_color_fix; shampooing; hydratation; réparation; brillance; colorés; sans_sulfates; lisses; ondulés; bouclés; frisés; crépus"
niniUDpc07r3tSD1YVqc,Flux Care,Shampooing pour cheveux Déshydratés (Sans Sulfates),Shampoo for Dehydrated & Dull Hair (Sulfate Free),شامبو للشعر فاقد الترطيب خالٍ من السلفات,"Un shampooing hydratant sans sulfate pour les cheveux déshydratés.

Sa formule aux acides hyaluroniques aide à retenir l'eau dans la fibre capillaire. Les cheveux retrouvent plus de souplesse, de douceur et un toucher moins rêche.

**Pourquoi on l'aime :**
- Aide à réhydrater les cheveux secs en eau.
- Acides hyaluroniques pour retenir l'hydratation.
- Formule sans sulfate.
- Rend les longueurs plus souples et plus faciles à coiffer.

**Pour qui :** idéal si tes cheveux sont secs, ternes ou rêches malgré les soins.","A sulfate-free hydrating shampoo for dehydrated hair.

Its hyaluronic acid formula helps retain water inside the hair fiber. Hair regains flexibility, softness and a less rough feel.

**Why we love it:**
- Helps rehydrate hair lacking water
- Hyaluronic acids retain moisture
- Sulfate-free formula
- Makes lengths more supple and easier to style

**Best for:**
Dry, dull or rough hair despite using care products.","شامبو مرطب خالٍ من السلفات للشعر فاقد الترطيب.

تركيبته بأحماض الهيالورونيك تساعد على الاحتفاظ بالماء داخل ألياف الشعر. يستعيد الشعر المرونة والنعومة وملمساً أقل خشونة.

**لماذا نحبّه:**
- يساعد على إعادة ترطيب الشعر الذي يفتقد الماء
- أحماض الهيالورونيك تحتفظ بالرطوبة
- تركيبة خالية من السلفات
- يجعل الأطوال أكثر مرونة وأسهل في التصفيف

**مناسب لـ:**
الشعر الجاف أو الباهت أو الخشن رغم استخدام العناية.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; revive; shampooing; gamme_7en1; secs; hydratation; brillance; volume; anti-frisottis; sans_sulfates; lisses; ondulés; bouclés; frisés; crépus"
q7a4ZzM3F21kPkJerlKb,Flux Care,Shampooing pour cheveux Gras,Shampoo for Oily Hair,شامبو للشعر الدهني,"Un shampooing purifiant pour les cheveux qui regraissent vite.

Sa formule aux 3 argiles aide à absorber l'excès de sébum et à purifier le cuir chevelu dès la racine. Les cheveux paraissent plus légers, plus frais et moins alourdis.

**Pourquoi on l'aime :**
- Aide à réguler l'excès de sébum.
- 3 argiles au pouvoir absorbant.
- Purifie le cuir chevelu.
- Redonne une sensation de légèreté.

**Astuce :** masse surtout les racines et laisse les longueurs être nettoyées au rinçage.","A purifying shampoo for hair that gets oily quickly.

Its 3-clay formula helps absorb excess sebum and purify the scalp from the roots. Hair looks lighter, fresher and less weighed down.

**Why we love it:**
- Helps regulate excess sebum
- 3 clays with absorbent power
- Purifies the scalp
- Restores a lightweight feeling

**Tip:**
Massage mainly the roots and let the lengths be cleansed as you rinse.","شامبو منقٍ للشعر الذي يدهن بسرعة.

تركيبته بثلاثة أنواع من الطين تساعد على امتصاص الزهم الزائد وتنقية فروة الرأس من الجذور. يبدو الشعر أخف وأنعش وأقل ثقلاً.

**لماذا نحبّه:**
- يساعد على تنظيم الزهم الزائد
- 3 أنواع طين بقوة امتصاص
- ينقي فروة الرأس
- يعيد إحساس الخفة

**نصيحة:**
دلّكي الجذور خصوصاً واتركي الأطوال تنظف أثناء الشطف.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; gamme_pure_clay; shampooing; hydratation; gras; lisses; ondulés; bouclés; frisés"
O10wxp96VLEwC7aW1KY8,Flux de passion,Shampooing pour cheveux Gras à pellicules,Shampoo for Oily & Dandruff-Prone,شامبو للشعر الدهني مع قشرة,"Un shampooing détoxifiant pour cuir chevelu gras avec pellicules.

Sa formule au vinaigre de cidre nettoie le cuir chevelu en profondeur et aide à réduire les pellicules visibles. Elle apporte une sensation de fraîcheur et aide à calmer les démangeaisons.

**Pourquoi on l'aime :**
- Aide à éliminer les pellicules.
- Nettoie les racines grasses en profondeur.
- Vinaigre de cidre pour purifier.
- Réduit l'inconfort du cuir chevelu.

**Pour qui :** idéal si ton cuir chevelu regraisse vite et présente des pellicules.","A detoxifying shampoo for oily scalp with dandruff.

Its apple cider vinegar formula deeply cleanses the scalp and helps reduce visible dandruff. It brings a fresh feeling and helps calm itching.

**Why we love it:**
- Helps eliminate dandruff
- Deeply cleanses oily roots
- Apple cider vinegar purifies
- Reduces scalp discomfort

**Best for:**
A scalp that gets oily quickly and has dandruff.","شامبو ديتوكس لفروة الرأس الدهنية مع القشرة.

تركيبته بخل التفاح تنظف فروة الرأس بعمق وتساعد على تقليل القشرة الظاهرة. تمنح إحساساً بالانتعاش وتساعد على تهدئة الحكة.

**لماذا نحبّه:**
- يساعد على إزالة القشرة
- ينظف الجذور الدهنية بعمق
- خل التفاح للتنقية
- يقلل انزعاج فروة الرأس

**مناسب لـ:**
فروة رأس تدهن بسرعة وتظهر فيها القشرة.","Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",طبّقي على شعر مبلل. اتركيه من دقيقتين إلى 3 دقائق ثم اشطفي. كرري عند الحاجة.,,,,Cheveux,Shampooing,"cheveux; shampooing; réparation; gras; mixtes; lisses; ondulés; bouclés; frisés; crépus"
